,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,300037.SZ,20230303,44.96,45.11,44.0,44.2,44.85,-0.65,-1.4493,52639.77,233189.079
1,300037.SZ,20230302,46.6,46.6,44.68,44.85,46.59,-1.74,-3.7347,69856.0,316516.573
2,300037.SZ,20230301,46.4,46.61,45.75,46.59,46.45,0.14,0.3014,56275.35,260475.542
3,300037.SZ,20230228,44.7,46.46,44.54,46.45,44.85,1.6,3.5674,97303.61,446086.225
4,300037.SZ,20230227,44.64,45.65,44.4,44.85,44.7,0.15,0.3356,58662.23,264538.812
5,300037.SZ,20230224,45.09,45.52,44.3,44.7,45.02,-0.32,-0.7108,53684.1,240848.547
6,300037.SZ,20230223,44.32,45.23,44.0,45.02,44.11,0.91,2.063,79844.0,357956.619
7,300037.SZ,20230222,44.81,44.81,43.9,44.11,45.1,-0.99,-2.1951,60294.95,266195.841
8,300037.SZ,20230221,44.64,45.11,44.29,45.1,44.68,0.42,0.94,62434.12,279129.646
9,300037.SZ,20230220,45.26,45.67,44.18,44.68,45.26,-0.58,-1.2815,74530.4,332139.338
10,300037.SZ,20230217,45.0,45.68,44.92,45.26,45.15,0.11,0.2436,50535.32,229235.248
11,300037.SZ,20230216,46.03,46.33,44.73,45.15,46.28,-1.13,-2.4417,79002.56,360302.789
12,300037.SZ,20230215,46.83,47.45,46.0,46.28,47.1,-0.82,-1.741,57481.64,266873.567
13,300037.SZ,20230214,46.92,47.27,46.55,47.1,46.91,0.19,0.405,51480.12,241611.157
14,300037.SZ,20230213,46.76,47.51,46.36,46.91,46.79,0.12,0.2565,65911.08,308412.515
15,300037.SZ,20230210,47.48,47.75,46.6,46.79,47.87,-1.08,-2.2561,68693.25,322070.741
16,300037.SZ,20230209,47.4,49.16,47.26,47.87,47.67,0.2,0.4196,81534.8,393303.771
17,300037.SZ,20230208,47.0,48.3,46.99,47.67,46.96,0.71,1.5119,65574.41,313732.414
18,300037.SZ,20230207,47.37,47.74,46.48,46.96,47.27,-0.31,-0.6558,40133.65,188506.356
19,300037.SZ,20230206,47.5,47.76,46.83,47.27,47.7,-0.43,-0.9015,53359.44,251865.71
20,300037.SZ,20230203,49.12,49.13,47.35,47.7,49.12,-1.42,-2.8909,89972.87,430112.57
21,300037.SZ,20230202,49.0,49.75,48.72,49.12,49.09,0.03,0.0611,76042.24,373972.199
22,300037.SZ,20230201,48.93,49.65,47.65,49.09,48.89,0.2,0.4091,98279.86,477546.182
23,300037.SZ,20230131,48.88,49.55,48.56,48.89,48.87,0.02,0.0409,60067.76,294583.115
24,300037.SZ,20230130,48.99,51.5,48.75,48.87,48.35,0.52,1.0755,136158.03,679812.402
25,300037.SZ,20230120,49.49,49.63,46.61,48.35,49.5,-1.15,-2.3232,178482.85,851723.898
26,300037.SZ,20230119,50.42,50.58,49.19,49.5,50.6,-1.1,-2.1739,95318.26,472872.193
27,300037.SZ,20230118,50.66,50.8,49.9,50.6,50.66,-0.06,-0.1184,57765.12,291109.29
28,300037.SZ,20230117,50.51,50.86,50.12,50.66,50.3,0.36,0.7157,59039.59,298358.081
29,300037.SZ,20230116,50.02,52.09,49.72,50.3,51.0,-0.7,-1.3725,113155.89,577120.965
30,300037.SZ,20230113,49.15,51.19,49.15,51.0,49.42,1.58,3.1971,110471.47,557126.907
31,300037.SZ,20230112,49.36,50.35,49.14,49.42,49.57,-0.15,-0.3026,65531.64,325302.264
32,300037.SZ,20230111,50.01,50.13,49.13,49.57,50.24,-0.67,-1.3336,72716.95,360672.155
33,300037.SZ,20230110,50.78,50.99,49.02,50.24,51.0,-0.76,-1.4902,124965.85,623394.399
34,300037.SZ,20230109,47.9,51.5,47.71,51.0,48.13,2.87,5.963,178645.4,902240.362
35,300037.SZ,20230106,46.62,48.38,46.55,48.13,46.99,1.14,2.426,145333.07,690223.742
36,300037.SZ,20230105,45.23,47.16,44.68,46.99,45.3,1.69,3.7307,136439.15,633220.367
37,300037.SZ,20230104,44.73,46.5,43.79,45.3,45.18,0.12,0.2656,156612.58,710849.727
38,300037.SZ,20230103,43.67,45.3,43.38,45.18,43.47,1.71,3.9337,120101.2,535899.598
39,300037.SZ,20221230,42.95,44.1,42.88,43.47,42.99,0.48,1.1165,85029.98,370094.912
40,300037.SZ,20221229,41.94,43.84,41.66,42.99,41.66,1.33,3.1925,97928.58,421578.085
41,300037.SZ,20221228,42.99,43.0,41.33,41.66,43.13,-1.47,-3.4083,78017.89,326811.223
42,300037.SZ,20221227,43.49,43.62,42.61,43.13,43.47,-0.34,-0.7821,48061.02,206713.137
43,300037.SZ,20221226,41.7,43.62,41.53,43.47,41.7,1.77,4.2446,77951.73,335884.726
44,300037.SZ,20221223,41.98,42.55,40.87,41.7,41.92,-0.22,-0.5248,57627.0,241073.197
45,300037.SZ,20221222,43.29,44.68,41.7,41.92,43.05,-1.13,-2.6249,96100.05,411909.682
46,300037.SZ,20221221,39.95,43.2,39.52,43.05,39.91,3.14,7.8677,133955.84,559907.943
47,300037.SZ,20221220,41.08,41.08,39.5,39.91,41.42,-1.51,-3.6456,64707.43,259438.235
48,300037.SZ,20221219,40.75,41.99,40.73,41.42,40.88,0.54,1.3209,70707.24,292502.686
49,300037.SZ,20221216,41.55,42.18,40.61,40.88,41.99,-1.11,-2.6435,44699.7,183532.018
50,300037.SZ,20221215,41.21,42.11,40.15,41.99,41.11,0.88,2.1406,63307.34,261089.98
51,300037.SZ,20221214,41.22,41.78,40.91,41.11,41.1,0.01,0.0243,36348.08,149802.538
52,300037.SZ,20221213,41.78,42.17,40.95,41.1,41.99,-0.89,-2.1196,65511.9,271955.66
53,300037.SZ,20221212,43.15,43.15,41.88,41.99,43.27,-1.28,-2.9582,68070.94,287487.619
54,300037.SZ,20221209,43.38,43.74,42.48,43.27,43.39,-0.12,-0.2766,85629.04,368037.882
55,300037.SZ,20221208,43.26,43.66,42.4,43.39,43.13,0.26,0.6028,83777.45,362022.829
56,300037.SZ,20221207,40.62,43.91,40.55,43.13,40.88,2.25,5.5039,196675.32,844562.135
57,300037.SZ,20221206,39.73,41.58,39.55,40.88,40.0,0.88,2.2,88219.1,359577.827
58,300037.SZ,20221205,41.0,41.19,39.91,40.0,40.87,-0.87,-2.1287,78851.44,317105.619
59,300037.SZ,20221202,40.43,41.25,40.1,40.87,40.5,0.37,0.9136,59342.7,242243.97
60,300037.SZ,20221201,40.2,41.35,40.09,40.5,39.75,0.75,1.8868,78021.13,318511.812
61,300037.SZ,20221130,39.2,40.2,39.06,39.75,39.16,0.59,1.5066,52524.16,208338.651
62,300037.SZ,20221129,39.35,40.37,39.08,39.16,39.26,-0.1,-0.2547,54945.15,217288.568
63,300037.SZ,20221128,39.01,39.4,38.66,39.26,39.5,-0.24,-0.6076,36492.58,142490.958
64,300037.SZ,20221125,40.8,41.02,39.5,39.5,41.1,-1.6,-3.8929,64804.92,258854.751
65,300037.SZ,20221124,40.46,41.58,40.15,41.1,40.47,0.63,1.5567,60794.04,249472.776
66,300037.SZ,20221123,40.04,40.78,39.73,40.47,39.9,0.57,1.4286,52800.9,213124.455
67,300037.SZ,20221122,40.97,41.24,39.73,39.9,41.22,-1.32,-3.2023,50383.31,203431.154
68,300037.SZ,20221121,39.62,41.35,39.52,41.22,39.84,1.38,3.4639,78680.86,320112.794
69,300037.SZ,20221118,39.98,40.55,39.0,39.84,39.77,0.07,0.176,76146.0,305305.066
70,300037.SZ,20221117,40.4,40.4,38.64,39.77,40.52,-0.75,-1.8509,83698.33,328939.539
71,300037.SZ,20221116,41.7,42.08,40.43,40.52,41.83,-1.31,-3.1317,67636.15,278032.93
72,300037.SZ,20221115,39.75,42.0,39.5,41.83,39.89,1.94,4.8634,101169.7,417268.558
73,300037.SZ,20221114,41.19,41.28,39.6,39.89,41.25,-1.36,-3.297,87812.1,354853.942
74,300037.SZ,20221111,41.87,42.12,40.78,41.25,40.41,0.84,2.0787,97810.75,405283.48
75,300037.SZ,20221110,40.71,41.15,40.18,40.41,41.05,-0.64,-1.5591,63610.63,258913.71
76,300037.SZ,20221109,41.19,41.89,40.8,41.05,41.2,-0.15,-0.3641,55847.5,230629.72
77,300037.SZ,20221108,41.3,42.9,40.89,41.2,40.99,0.21,0.5123,95451.17,398575.552
78,300037.SZ,20221107,40.96,41.63,40.63,40.99,40.97,0.02,0.0488,77636.85,318914.134
79,300037.SZ,20221104,39.0,41.2,38.92,40.97,39.2,1.77,4.5153,108781.45,440488.91
80,300037.SZ,20221103,37.76,39.59,37.75,39.2,38.24,0.96,2.5105,108946.97,425511.469
81,300037.SZ,20221102,38.36,38.74,37.7,38.24,38.57,-0.33,-0.8556,99685.38,380992.76
82,300037.SZ,20221101,36.35,38.59,35.87,38.57,36.17,2.4,6.6353,140844.3,528060.067
83,300037.SZ,20221031,37.88,37.98,35.7,36.17,37.45,-1.28,-3.4179,178316.36,652599.258
84,300037.SZ,20221028,41.81,41.83,37.2,37.45,42.31,-4.86,-11.4866,245246.91,951705.746
85,300037.SZ,20221027,43.98,45.19,42.3,42.31,43.88,-1.57,-3.5779,79106.76,346611.253
86,300037.SZ,20221026,43.5,44.45,42.87,43.88,43.5,0.38,0.8736,64914.78,284245.275
87,300037.SZ,20221025,43.5,43.88,41.88,43.5,43.63,-0.13,-0.298,59248.13,255196.332
88,300037.SZ,20221024,44.15,44.93,43.3,43.63,44.01,-0.38,-0.8634,67484.78,296913.93
89,300037.SZ,20221021,44.18,44.49,43.52,44.01,44.08,-0.07,-0.1588,56345.54,247773.585
90,300037.SZ,20221020,44.4,45.07,42.72,44.08,44.71,-0.63,-1.4091,90812.74,397893.83
91,300037.SZ,20221019,44.67,45.68,44.41,44.71,44.67,0.04,0.0895,73779.13,332953.35
92,300037.SZ,20221018,45.45,45.89,44.58,44.67,45.29,-0.62,-1.369,71714.66,322009.765
93,300037.SZ,20221017,44.5,46.08,44.3,45.29,44.99,0.3,0.6668,106000.48,479375.81
94,300037.SZ,20221014,45.1,45.28,44.28,44.99,44.7,0.29,0.6488,84865.36,380494.103
95,300037.SZ,20221013,45.37,45.87,44.55,44.7,45.48,-0.78,-1.715,92047.5,414222.678
96,300037.SZ,20221012,42.46,45.49,41.8,45.48,42.93,2.55,5.9399,132207.04,577778.443
97,300037.SZ,20221011,41.48,43.69,41.37,42.93,41.44,1.49,3.5956,101427.04,435577.007
98,300037.SZ,20221010,41.88,42.49,40.65,41.44,41.88,-0.44,-1.0506,64868.19,270457.342
99,300037.SZ,20220930,42.31,42.85,41.68,41.88,42.33,-0.45,-1.0631,77930.55,329215.375
100,300037.SZ,20220929,42.38,43.18,41.93,42.33,41.82,0.51,1.2195,72950.65,310894.274
101,300037.SZ,20220928,42.67,42.86,41.62,41.82,42.96,-1.14,-2.6536,72335.79,304657.166
102,300037.SZ,20220927,42.55,43.49,42.13,42.96,42.15,0.81,1.9217,107747.91,462211.071
103,300037.SZ,20220926,42.17,43.22,41.94,42.15,42.78,-0.63,-1.4727,112775.79,479627.965
104,300037.SZ,20220923,42.03,43.25,41.35,42.78,42.06,0.72,1.7118,144574.99,614128.214
105,300037.SZ,20220922,41.01,42.52,40.95,42.06,41.29,0.77,1.8649,124623.11,523757.193
106,300037.SZ,20220921,40.38,41.75,40.0,41.29,40.73,0.56,1.3749,101730.4,418309.992
107,300037.SZ,20220920,40.24,41.28,39.85,40.73,39.81,0.92,2.311,90561.6,369616.332
108,300037.SZ,20220919,38.67,40.77,38.28,39.81,38.67,1.14,2.948,118193.97,470611.813
109,300037.SZ,20220916,39.45,40.15,38.67,38.67,39.84,-1.17,-2.9367,85350.89,335658.762
110,300037.SZ,20220915,42.8,42.98,39.39,39.84,41.15,-1.31,-3.1835,110466.98,447987.534
111,300037.SZ,20220914,41.27,41.76,40.7,41.15,42.02,-0.87,-2.0704,75635.56,311119.542
112,300037.SZ,20220913,42.99,43.32,41.66,42.02,42.34,-0.32,-0.7558,81101.37,341225.713
113,300037.SZ,20220909,42.0,42.63,41.7,42.34,41.91,0.43,1.026,72261.47,305302.208
114,300037.SZ,20220908,43.02,43.15,41.91,41.91,42.78,-0.87,-2.0337,69111.32,293138.466
115,300037.SZ,20220907,42.1,43.54,41.85,42.78,42.42,0.36,0.8487,125086.74,537228.146
116,300037.SZ,20220906,41.76,42.6,41.2,42.42,41.6,0.82,1.9712,109668.08,461234.788
117,300037.SZ,20220905,40.8,41.64,40.6,41.6,40.93,0.67,1.6369,88126.76,363840.172
118,300037.SZ,20220902,41.2,41.73,40.66,40.93,41.4,-0.47,-1.1353,84230.18,346407.563
