,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,836239.BJ,20230303,24.97,24.97,24.67,24.68,24.91,-0.23,-0.9233,2155.64,5339.331
1,836239.BJ,20230302,25.18,25.19,24.69,24.91,24.93,-0.02,-0.0802,1668.7,4170.045
2,836239.BJ,20230301,24.54,24.95,24.38,24.93,24.71,0.22,0.8903,2737.19,6772.224
3,836239.BJ,20230228,24.3,24.77,24.3,24.71,24.47,0.24,0.9808,2036.34,4996.089
4,836239.BJ,20230227,24.8,24.8,24.28,24.47,24.54,-0.07,-0.2852,2006.6,4918.749
5,836239.BJ,20230224,24.87,24.87,24.31,24.54,24.88,-0.34,-1.3666,4027.07,9867.539
6,836239.BJ,20230223,25.3,25.6,24.75,24.88,26.38,-1.5,-5.6861,8016.7,20107.031
7,836239.BJ,20230222,26.1,26.45,26.09,26.38,26.29,0.09,0.3423,1622.15,4267.027
8,836239.BJ,20230221,26.5,26.58,26.03,26.29,26.52,-0.23,-0.8673,3268.94,8611.511
9,836239.BJ,20230220,26.4,26.66,26.21,26.52,26.21,0.31,1.1828,3366.89,8896.142
10,836239.BJ,20230217,26.08,26.96,26.08,26.21,26.47,-0.26,-0.9822,2717.98,7173.579
11,836239.BJ,20230216,27.6,27.6,26.26,26.47,27.55,-1.08,-3.9201,6051.47,16289.504
12,836239.BJ,20230215,27.75,28.18,27.4,27.55,27.85,-0.3,-1.0772,3347.16,9286.191
13,836239.BJ,20230214,28.1,28.3,27.65,27.85,28.07,-0.22,-0.7838,2786.54,7764.313
14,836239.BJ,20230213,27.39,28.35,27.1,28.07,26.81,1.26,4.6997,7842.52,21926.349
15,836239.BJ,20230210,27.21,27.21,26.66,26.81,27.15,-0.34,-1.2523,2498.07,6709.231
16,836239.BJ,20230209,26.98,27.16,26.52,27.15,27.0,0.15,0.5556,4106.4,11062.788
17,836239.BJ,20230208,27.28,27.47,26.72,27.0,27.17,-0.17,-0.6257,2325.59,6286.818
18,836239.BJ,20230207,27.0,27.38,26.71,27.17,26.83,0.34,1.2672,3729.43,10123.924
19,836239.BJ,20230206,28.3,28.3,26.8,26.83,28.0,-1.17,-4.1786,6040.2,16344.676
20,836239.BJ,20230203,28.51,29.06,27.62,28.0,28.99,-0.99,-3.415,6809.92,19308.12
21,836239.BJ,20230202,28.58,30.0,28.26,28.99,29.0,-0.01,-0.0345,11300.95,32898.819
22,836239.BJ,20230201,30.5,30.72,28.08,29.0,30.6,-1.6,-5.2288,18276.81,53337.866
23,836239.BJ,20230131,25.5,32.4,25.11,30.6,25.51,5.09,19.953,28947.92,84895.876
24,836239.BJ,20230130,25.02,26.32,24.69,25.51,24.46,1.05,4.2927,5289.35,13506.508
25,836239.BJ,20230120,23.67,24.46,23.67,24.46,23.66,0.8,3.3812,2102.89,5098.127
26,836239.BJ,20230119,23.75,23.86,23.6,23.66,23.8,-0.14,-0.5882,1683.12,3995.248
27,836239.BJ,20230118,23.8,23.86,23.46,23.8,23.55,0.25,1.0616,2732.79,6493.357
28,836239.BJ,20230117,23.95,23.97,23.49,23.55,23.88,-0.33,-1.3819,2855.97,6756.817
29,836239.BJ,20230116,24.0,24.11,23.52,23.88,23.89,-0.01,-0.0419,1348.98,3220.828
30,836239.BJ,20230113,23.97,23.98,23.63,23.89,23.64,0.25,1.0575,1206.4,2873.637
31,836239.BJ,20230112,23.93,24.88,23.52,23.64,24.03,-0.39,-1.623,1214.98,2889.319
32,836239.BJ,20230111,24.21,24.44,24.03,24.03,24.36,-0.33,-1.3547,794.35,1926.725
33,836239.BJ,20230110,24.47,24.47,23.9,24.36,24.46,-0.1,-0.4088,1759.47,4259.028
34,836239.BJ,20230109,23.83,24.48,23.68,24.46,23.85,0.61,2.5577,2331.46,5629.259
35,836239.BJ,20230106,23.82,23.86,23.38,23.85,23.65,0.2,0.8457,1349.48,3205.431
36,836239.BJ,20230105,23.33,23.95,23.09,23.65,23.36,0.29,1.2414,1529.32,3577.565
